// Example of a SlotTable
// ----------------------
// The data is generated by DEBUG output in the agent. See ComposeTree.
// Compose source (with 1 added layerId: 77):
//        class MainActivity : AppCompatActivity() {
//            override fun onCreate(savedInstanceState: Bundle?) {
//                super.onCreate(savedInstanceState)
//                setContent {
//                    Inspectable {
//                        MyComposeTheme {
//                            Column(modifier = Modifier.padding(20.dp)) {
//                                Text("Hello", style = TextStyle(color = Color.Magenta, background = Color.White, fontSize = TextUnit.Sp(30)))
//                                Greeting("Android")
//                                Button(onClick = {}) { Text("OK") }
//                            }
//                        }
//                    }
//                }
//            }
//        }
//
//        @Composable
//        fun Greeting(name: String) {
//            Text(text = "Hello $name!")
//        }
//
// Column 1: indent in spaces, determines parent relationship
// Column 2: the drawId or 0
// Column 3: the position of the node or null
// Column 4: bounds.left
// Column 5: bounds.right
// Column 6: bounds.top
// Column 7: bounds.bottom
//
"", 0,null, 0, 531, 66, 445
" ", 0,null, 0, 531, 66, 445
"  ", 0,null, 0, 531, 66, 445
"   ", 0,"androidx.ui.core.WrappedComposition$setContent$1.invoke (Wrapper.kt:237)", 0, 0, 0, 0
"   ", 0,"androidx.ui.core.WrappedComposition$setContent$1.invoke (Wrapper.kt:237)", 0, 531, 66, 445
"    ", 0,"androidx.ui.core.WrappedComposition$setContent$1.invoke (Wrapper.kt:237)", 0, 0, 0, 0
"     ", 0,"androidx.ui.core.WrappedComposition$setContent$1.invoke (Wrapper.kt:237)", 0, 0, 0, 0
"    ", 0,"androidx.ui.core.WrappedComposition$setContent$1.invoke (Wrapper.kt:237)", 0, 0, 0, 0
"    ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:81)", 0, 0, 0, 0
"    ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 531, 66, 445
"     ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 531, 66, 445
"      ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 0, 0, 0
"       ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 0, 0, 0
"        ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"         ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"          ", 0,"androidx.ui.core.WrappedComposition$setContent$1.invoke (Wrapper.kt:237)", 0, 0, 0, 0
"        ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"        ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"      ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"      ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 0, 0, 0
"      ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 531, 66, 445
"       ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:81)", 0, 531, 66, 445
"        ", 0,"androidx.ui.core.AndroidAmbientsKt$ProvideAndroidAmbients$2.invoke (AndroidAmbients.kt:82)", 0, 531, 66, 445
"         ", 0,"androidx.ui.core.AndroidAmbientsKt$ProvideAndroidAmbients$2.invoke (AndroidAmbients.kt:82)", 0, 0, 0, 0
"         ", 0,"androidx.ui.core.AmbientsKt.ProvideCommonAmbients (Ambients.kt:114)", 0, 531, 66, 445
"          ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 531, 66, 445
"           ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 0, 0, 0
"            ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 0, 0, 0
"             ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"             ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"              ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"               ", 0,"androidx.ui.core.WrappedComposition$setContent$1.invoke (Wrapper.kt:237)", 0, 0, 0, 0
"             ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"             ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"           ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"           ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 0, 0, 0
"           ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 531, 66, 445
"            ", 0,"androidx.ui.core.WrappedComposition$setContent$1.invoke (Wrapper.kt:237)", 0, 531, 66, 445
"             ", 0,"androidx.ui.core.WrappedComposition$setContent$1$2.invoke (null:14)", 0, 531, 66, 445
"              ", 0,"androidx.ui.core.WrappedComposition$setContent$1$2.invoke (Wrapper.kt:308)", 0, 531, 66, 445
"               ", 0,"androidx.ui.core.WrappedComposition$setContent$1$2.invoke (Wrapper.kt:308)", 0, 0, 0, 0
"                ", 0,"androidx.ui.core.WrappedComposition$setContent$1.invoke (Wrapper.kt:237)", 0, 0, 0, 0
"               ", 0,"androidx.ui.core.WrappedComposition$setContent$1$2.invoke (Wrapper.kt:308)", 0, 0, 0, 0
"               ", 0,"androidx.ui.core.selection.SelectionContainerKt.SelectionContainer (SelectionContainer.kt:56)", 0, 531, 66, 445
"                ", 0,"androidx.ui.core.selection.SelectionContainerKt.SelectionContainer (SelectionContainer.kt:56)", 0, 0, 0, 0
"                ", 0,"androidx.ui.core.selection.SelectionContainerKt.SelectionContainer (SelectionContainer.kt:56)", 0, 0, 0, 0
"                ", 0,"androidx.ui.core.selection.SelectionContainerKt.SelectionContainer (SelectionContainer.kt:97)", 0, 0, 0, 0
"                ", 0,"androidx.ui.core.selection.SelectionContainerKt.SelectionContainer (SelectionContainer.kt:97)", 0, 531, 66, 445
"                 ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 531, 66, 445
"                  ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 0, 0, 0
"                   ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 0, 0, 0
"                    ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"                     ", 0,"androidx.compose.ComposerKt.ambientMapOf (Composer.kt:314)", 0, 0, 0, 0
"                      ", 0,"androidx.ui.core.WrappedComposition$setContent$1.invoke (Wrapper.kt:237)", 0, 0, 0, 0
"                  ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 0, 0, 0
"                  ", 0,"androidx.ui.core.AndroidAmbientsKt.ProvideAndroidAmbients (AndroidAmbients.kt:75)", 0, 531, 66, 445
"                   ", 0,"androidx.ui.core.selection.SelectionContainerKt.SelectionContainer (SelectionContainer.kt:97)", 0, 531, 66, 445
"                    ", 0,"androidx.ui.core.selection.SelectionContainerKt$SelectionContainer$3.invoke (SelectionContainer.kt:100)", 0, 0, 0, 0
"                    ", 0,"androidx.ui.core.selection.SelectionContainerKt.access$Wrap (null:0)", 0, 531, 66, 445
"                     ", 0,"androidx.ui.core.selection.SelectionContainerKt.Wrap (SelectionContainer.kt:157)", 0, 531, 66, 445
"                      ", 0,"androidx.ui.core.selection.SelectionContainerKt.Wrap (SelectionContainer.kt:157)", 0, 0, 0, 0
"                      ", 0,"androidx.ui.core.LayoutKt.Layout (Layout.kt:157)", 0, 531, 66, 445
"                       ", 0,"androidx.ui.core.LayoutKt.Layout (Layout.kt:166)", 0, 0, 0, 0
"                        ", 0,"androidx.ui.core.gesture.TapGestureFilterKt$tapGestureFilter$1.invoke (null:16)", 0, 0, 0, 0
"                        ", 0,"androidx.ui.core.gesture.LongPressDragGestureFilterKt$longPressDragGestureFilter$1.invoke (null:16)", 0, 0, 0, 0
"                        ", 0,"androidx.ui.core.LayoutKt.Layout (Layout.kt:166)", 0, 0, 0, 0
"                         ", 0,"androidx.ui.core.gesture.RawDragGestureFilterKt$rawDragGestureFilter$1.invoke (null:16)", 0, 0, 0, 0
"                         ", 0,"androidx.ui.core.gesture.LongPressGestureFilterKt$longPressGestureFilter$1.invoke (null:16)", 0, 0, 0, 0
