16666667
96070354631117	96070372447472	96070354631117
96070371463774	96070389231430	96070371463774
96070388291430	96070406061117	96070388291430
96070405112419	96070422889659	96070405112419
96070421947159	96070439716638	96070421947159
96070438777211	96070456543878	96070438777211
96070455595961	96070473436482	96070455595961
96070473685701	96070490217732	96070473685701
96070490151795	96070507040961	96070490151795
96070506906742	96070523877055	96070506906742
96070523754138	96070540717316	96070523754138
96070541942680	96070557540544	96070541942680
96070558652002	96070574366586	96070558652002
96070575522940	96070591196586	96070575522940
96070592404763	96070608018876	96070592404763
96070609120960	96070628146689	96070609120960
96070637474606	96070641837783	96070637474606
96070643050231	96070658518304	96070643050231
96070659791481	96070675343825	96070659791481
96070676760335	96070692169503	96070676760335
96070693574190	96070708994190	96070693574190
96070710451587	96070725818044	96070710451587
96070727221898	96070742642732	96070727221898
96070744071534	96070759470075	96070744071534
96070760933097	96070776276378	96070760933097
96070777418148	96070793098878	96070777418148
96070794322315	96070809924190	96070794322315
96070811227316	96070826753773	96070811227316
96070827901013	96070843582472	96070827901013
96070844714190	96070860410024	96070844714190
96070861582159	96070877237732	96070861582159
96070878377523	96070894064086	96070878377523
96070895196117	96070910956482	96070895196117
96070912810232	96070927715232	96070912810232
96070928859763	96070944537888	96070928859763
96070945678305	96070961364085	96070945678305
96070962471585	96070978187887	96070962471585
96070979323668	96070995014919	96070979323668
96070996156689	96071011843566	96070996156689
96071012956534	96071028671534	96071012956534
96071029811117	96071045500076	96071029811117
96071046650336	96071062329659	96071046650336
96071063447784	96071079154294	96071063447784
96071080401691	96071095979971	96071080401691
96071097120544	96071112803461	96071097120544
96071113918982	96071131039503	96071113918982
96071130848045	96071150337732	96071130848045
96071169711794	96071163446222	96071169711794
96071173443409	96071196862367	96071173443409
96071186531586	96071213679190	96071186531586
96071212860440	96071230508774	96071212860440
96071229613929	96071247381586	96071229613929
96071246421065	96071264212940	96071246421065
96071263241847	96071281035961	96071263241847
96071280278930	96071297859242	96071280278930
96071297047523	96071314633148	96071297047523
96071313871378	96071331459137	96071313871378
96071330687471	96071348286324	96071330687471
96071347510335	96071365109710	96071347510335
96071364348564	96071381945335	96071364348564
96071381237679	96071398771897	96071381237679
96071398059241	96071415594449	96071398059241
96071414903303	96071432418826	96071414903303
96071431704659	96071449241430	96071431704659
96071448532003	96071466068929	96071448532003
96071465436950	96071482889241	96071465436950
96071482254658	96071499771428	96071482254658
96071499193616	96071516944137	96071499193616
96071515650231	96071533371637	96071515650231
96071532503825	96071550198564	96071532503825
96071549279762	96071567027522	96071549279762
96071566100752	96071583852783	96071566100752
96071582927210	96071600684762	96071582927210
96071599759293	96071617507731	96071599759293
96071616798356	96071634332732	96071616798356
96071633662992	96071651156221	96071633662992
96071650506429	96071667982262	96071650506429
96071667274398	96071684806116	96071667274398
96071684093668	96071701631845	96071684093668
96071700915960	96071718459814	96071700915960
96071717747314	96071735289659	96071717747314
96071734567940	96071752115856	96071734567940
96071751398669	96071768940387	96071751398669
96071768232575	96071785769033	96071768232575
96071785066533	96071802592940	96071785066533
96071801884086	96071819419345	96071801884086
96071818717418	96071836245074	96071818717418
96071835536428	96071853064761	96071835536428
96071852373824	96071869889762	96071852373824
96071869177783	96071886714503	96071869177783
96071886002315	96071903541950	96071886002315
96071902826950	96071920366377	96071902826950
96071919663928	96071937188616	96071919663928
96071936484658	96071954019241	96071936484658
96071953313720	96071970845439	96071953313720
96071970158564	96071987671376	96071970158564
96071987016376	96072004506168	96071987016376
96072004425439	96072021329970	96072004425439
96072020729762	96072038250960	96072020729762
96072037519189	96072054979345	96072037519189
96072054294970	96072071811064	96072054294970
96072071132158	96072088636116	96072071132158
96072087928043	96072105463668	96072087928043
96072104752991	96072122286481	96072104752991
96072121572939	96072139113668	96072121572939
96072138405439	96072155939190	96072138405439
96072155232106	96072172760335	96072155232106
96072172043513	96072189590022	96072172043513
96072188884918	96072206409450	96072188884918
96072205702835	96072223237627	96072205702835
96072222518617	96072240070023	96072222518617
96072239341585	96072256895491	96072239341585
96072256173304	96072273724553	96072256173304
96072273004189	96072290549554	96072273004189
96072289830230	96072307372574	96072289830230
96072306675647	96072324197626	96072306675647
96072323486116	96072341022522	96072323486116
96072340347731	96072357845074	96072340347731
96072357136324	96072374667783	96072357136324
96072373962263	96072391496117	96072373962263
96072390777940	96072408321220	96072390777940
96072407607731	96072425144450	96072407607731
96072424428252	96072441971013	96072424428252
96072441252315	96072458795856	96072441252315
96072458090179	96072475624137	96072458090179
96072474911481	96072492449398	96072474911481
96072491739919	9223372036854775807	96072491739919
