16666667
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
96046918780657	96046929649824	96046918780657
96046926916335	96046946473104	96046926916335
96046951514303	96046963288782	96046951514303
96046983010813	96047013728105	96046983010813
96046998605604	96047030823470	96046998605604
96047008548313	96047047369927	96047008548313
96047047159979	96047064184303	96047047159979
96047063993157	96047081118365	96047063993157
96047080961126	96047097828313	96047080961126
96047098008469	96047114678886	96047098008469
96047114905865	96047131494876	96047114905865
96047132997896	96047148484719	96047132997896
96047150555084	96047165276125	96047150555084
96047165001177	96047181946959	96047165001177
96047181849876	96047198972896	96047181849876
96047198455188	96047215592636	96047198455188
96047215233573	96047232410136	96047215233573
96047232015917	96047249230189	96047232015917
96047248842689	96047266057845	96047248842689
96047265665605	96047282983001	96047265665605
96047282476491	96047299699720	96047282476491
96047300450970	96047316779720	96047300450970
96047317696334	96047333418626	96047317696334
96047334635345	96047350301023	96047334635345
96047351566595	96047367282793	96047351566595
96047368220345	96047384058939	96047368220345
96047384972220	96047400717793	96047384972220
96047401986543	96047417717168	96047401986543
96047418626595	96047434546387	96047418626595
96047435439303	96047451210866	96047435439303
96047452570710	96047468159720	96047452570710
96047469416855	96047484994303	96047469416855
96047486430553	96047503864460	96047486430553
96047514541960	96047518619928	96047514541960
96047521718835	96047535934980	96047521718835
96047538178834	96047552130918	96047538178834
